factor,signal_date,exec_date,turnover,holding_count
Turnover_20D,20240531,20240603,0.38605108055009824,1018
Turnover_20D,20240628,20240701,0.366045142296369,1019
Turnover_20D,20240731,20240801,0.3778213935230618,1019
Turnover_20D,20240830,20240902,0.3960784313725489,1020
Turnover_20D,20240930,20241008,0.3398628795298726,1021
Turnover_20D,20241031,20241101,0.39373163565132224,1021
Turnover_20D,20241129,20241202,0.39707317073170745,1025
Turnover_20D,20241231,20250102,0.4649122807017544,1026
Turnover_20D,20250127,20250205,0.3391642371234208,1029
Turnover_20D,20250228,20250303,0.33268671193016486,1031
Turnover_20D,20250331,20250401,0.431619786614937,1031
Turnover_20D,20250430,20250506,0.3918525703200776,1024
Turnover_20D,20250530,20250603,0.370514064015519,1031
Turnover_20D,20250630,20250701,0.4251207729468599,1035
Turnover_20D,20250731,20250801,0.4455159112825458,1037
Turnover_20D,20250829,20250901,0.4344894026974952,1038
Turnover_20D,20250930,20251009,0.494706448508181,1039
Turnover_20D,20251031,20251103,0.4313160422670509,1041
Turnover_20D,20251128,20251201,0.44188280499519694,1041
Turnover_20D,20251231,20260105,0.4258373205741626,1045
Turnover_20D,20260130,20260202,0.4074427480916031,1048
Turnover_20D,20260227,20260302,0.32888465204957107,1049
Turnover_20D,20260331,20260401,0.4471931493815413,1051
Turnover_20D,20260430,20260506,0.38498098859315594,1052
Turnover_20D,20260529,20260601,0.37689393939393934,1056
Turnover_20D,20260630,20260701,0.37901701323251424,1058
Volatility,20220128,20220207,1.0,764
Volatility,20220228,20220301,0.11195928753180663,786
Volatility,20220331,20220401,0.12090680100755671,794
Volatility,20220429,20220505,0.12846347607052902,786
Volatility,20220531,20220601,0.09181141439205957,806
Volatility,20220630,20220701,0.08968058968058967,814
Volatility,20220729,20220801,0.11393939393939391,825
Volatility,20220831,20220901,0.11708482676224617,837
Volatility,20220930,20221010,0.10781990521327006,844
Volatility,20221031,20221101,0.09422850412249711,849
Volatility,20221130,20221201,0.10185185185185183,864
Volatility,20221230,20230103,0.08495981630309984,871
Volatility,20230131,20230201,0.07183580387685291,877
Volatility,20230228,20230301,0.10056497175141245,885
Volatility,20230331,20230403,0.10426008968609868,892
Volatility,20230428,20230504,0.11995515695067263,887
Volatility,20230531,20230601,0.15299334811529933,902
Volatility,20230630,20230703,0.10671067106710673,909
Volatility,20230731,20230801,0.10491803278688519,915
Volatility,20230831,20230901,0.11555075593952482,926
Volatility,20230928,20231009,0.10396570203644162,933
Volatility,20231031,20231101,0.09989373007438895,941
Volatility,20231130,20231201,0.18861959957850366,949
Volatility,20231229,20240102,0.12251308900523553,955
Volatility,20240131,20240201,0.10822060353798132,961
Volatility,20240229,20240301,0.17842323651452285,964
Volatility,20240329,20240401,0.11042311661506712,969
Volatility,20240430,20240506,0.13106295149638808,967
Volatility,20240531,20240603,0.1278118609406953,978
Volatility,20240628,20240701,0.09053916581892174,983
Volatility,20240731,20240801,0.10808080808080807,990
Volatility,20240830,20240902,0.09027081243731191,997
Volatility,20240930,20241008,0.10599999999999998,1000
Volatility,20241031,20241101,0.13986013986013987,1001
Volatility,20241129,20241202,0.12238805970149255,1005
Volatility,20241231,20250102,0.10228401191658389,1007
Volatility,20250127,20250205,0.06923837784371908,1011
Volatility,20250228,20250303,0.10661401776900298,1013
Volatility,20250331,20250401,0.09871668311944717,1013
Volatility,20250430,20250506,0.10760118460019742,1005
Volatility,20250530,20250603,0.08506429277942629,1011
Volatility,20250630,20250701,0.0748768472906404,1015
Volatility,20250731,20250801,0.08759842519685035,1016
Volatility,20250829,20250901,0.0856299212598425,1016
Volatility,20250930,20251009,0.08546168958742636,1018
Volatility,20251031,20251103,0.14313725490196078,1020
Volatility,20251128,20251201,0.11764705882352941,1020
Volatility,20251231,20260105,0.10839843749999999,1024
Volatility,20260130,20260202,0.11598440545808969,1026
Volatility,20260227,20260302,0.07392996108949412,1028
Volatility,20260331,20260401,0.12159533073929962,1028
Volatility,20260430,20260506,0.13883495145631072,1030
Volatility,20260529,20260601,0.10863239573229871,1031
Volatility,20260630,20260701,0.10077519379844962,1032
